time,temperature_2m,relative_humidity_2m,precipitation,dewpoint_2m,wind_speed_10m,wind_direction_10m,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi_offset,co_offset,no_offset,no2_offset,o3_offset,so2_offset,pm2_5_offset,pm10_offset,nh3_offset
2020-12-03 09:00:00,-3.3,67,0.0,-8.6,3.2,90,3.0,554.09,9.39,24.33,11.62,7.15,24.87,27.65,4.31,1.0,273.71,0.06,8.91,33.98,1.68,7.92,8.36,0.13
2020-12-03 10:00:00,-2.1,58,0.0,-9.3,3.5,294,3.0,534.06,10.39,21.08,18.77,5.72,24.0,26.65,3.01,1.0,263.69,0.13,8.23,36.48,1.51,6.65,7.1,0.21
2020-12-03 11:00:00,-1.4,57,0.0,-8.8,1.1,270,3.0,494.0,7.94,21.76,24.68,4.05,20.73,22.77,1.77,1.0,253.68,0.16,7.45,38.62,1.39,5.63,6.07,0.3
2020-12-03 12:00:00,-0.1,52,0.0,-8.8,1.6,153,2.0,420.57,4.3,23.99,31.11,3.67,15.62,16.96,1.5,1.0,250.34,0.16,7.2,39.34,1.3,5.14,5.59,0.34
2020-12-03 13:00:00,0.8,51,0.0,-8.1,3.2,207,1.0,340.46,1.52,21.42,43.27,3.22,9.92,10.81,1.24,1.0,247.0,0.11,7.11,39.34,1.16,4.75,5.19,0.36
2020-12-03 14:00:00,0.9,55,0.0,-7.1,4.7,148,1.0,310.42,0.63,17.99,50.78,2.44,7.35,8.22,1.31,1.0,247.0,0.06,6.94,39.34,1.07,4.46,4.89,0.38
2020-12-03 15:00:00,0.4,65,0.0,-5.4,3.4,148,1.0,297.07,0.18,15.59,54.36,2.0,5.52,6.39,1.47,1.0,250.34,0.03,7.11,38.62,1.01,4.38,4.8,0.41
2020-12-03 16:00:00,-0.9,67,0.0,-6.2,7.4,133,1.0,300.41,0.02,15.77,52.93,1.85,5.11,6.04,1.65,1.0,257.02,0.01,8.05,36.12,1.01,4.88,5.34,0.49
2020-12-03 17:00:00,-1.4,65,0.0,-7.2,7.4,137,1.0,323.77,0.01,18.34,47.92,1.86,5.92,7.0,1.85,1.0,267.03,0.01,9.34,32.19,1.04,5.57,6.09,0.58
2020-12-03 18:00:00,-1.3,65,0.0,-7.0,5.0,150,1.0,350.48,0.01,19.88,41.49,1.94,7.11,8.38,1.92,1.0,270.37,0.01,9.6,31.11,1.06,5.8,6.32,0.59
2020-12-03 19:00:00,-0.8,66,0.3,-6.3,10.0,150,1.0,383.85,0.02,20.39,38.62,2.12,8.61,9.88,1.87,1.0,267.03,0.0,9.34,32.54,1.13,5.78,6.29,0.6
2020-12-03 20:00:00,-1.0,68,0.4,-6.2,11.8,157,1.0,367.17,0.01,16.62,41.49,1.83,7.64,8.71,1.65,1.0,267.03,0.0,8.65,34.33,1.19,5.58,6.04,0.58
2020-12-03 21:00:00,-1.0,68,0.3,-6.1,13.9,155,1.0,303.75,0.0,10.2,50.78,1.28,4.43,5.16,1.24,1.0,267.03,0.0,7.97,35.76,1.19,5.41,5.82,0.53
2020-12-03 22:00:00,-0.9,69,0.3,-5.8,15.2,149,1.0,243.66,0.0,5.1,62.23,0.78,1.77,2.11,0.79,1.0,267.03,0.0,7.45,36.12,1.18,5.32,5.69,0.46
2020-12-03 23:00:00,-0.7,69,0.1,-5.7,15.9,142,1.0,226.97,0.0,3.56,67.95,0.57,1.17,1.34,0.64,1.0,270.37,0.0,7.03,36.12,1.16,5.61,5.97,0.41
2020-12-04 00:00:00,-0.5,64,0.0,-6.5,16.8,145,1.0,213.62,0.0,2.31,75.1,0.45,0.81,0.92,0.52,1.0,270.37,0.0,6.51,36.84,1.13,6.06,6.43,0.37
2020-12-04 01:00:00,-0.5,61,0.0,-7.2,17.6,145,1.0,206.95,0.0,1.54,77.96,0.38,0.68,0.77,0.46,1.0,267.03,0.0,5.83,38.27,1.03,5.99,6.36,0.34
2020-12-04 02:00:00,-0.4,61,0.0,-7.1,18.9,141,1.0,205.28,0.0,1.3,76.53,0.39,0.67,0.76,0.44,1.0,267.03,0.0,5.18,39.34,0.95,5.75,6.11,0.34
2020-12-04 03:00:00,-0.3,68,0.1,-5.4,17.3,137,1.0,201.94,0.0,1.14,75.82,0.4,0.54,0.63,0.4,1.0,260.35,0.0,4.84,40.77,0.94,5.8,6.14,0.34
2020-12-04 04:00:00,-0.2,75,0.3,-4.2,15.8,139,1.0,198.6,0.0,1.07,75.1,0.41,0.5,0.59,0.34,1.0,263.69,0.0,5.27,38.62,1.03,6.46,6.87,0.56
2020-12-04 05:00:00,-0.5,81,0.8,-3.4,14.3,146,1.0,198.6,0.0,1.31,72.96,0.44,0.55,0.66,0.28,1.0,273.71,0.0,6.17,35.05,1.15,7.45,7.96,0.94
2020-12-04 06:00:00,-0.6,86,1.2,-2.7,13.2,151,1.0,205.28,0.0,2.4,69.38,0.61,1.05,1.26,0.27,1.0,283.72,0.01,7.71,32.54,1.39,8.29,9.0,1.27
2020-12-04 07:00:00,-1.3,99,0.6,-1.4,7.6,149,1.0,240.33,0.0,7.11,60.8,1.12,2.83,3.37,0.39,1.0,293.73,0.02,9.85,30.76,1.7,9.07,10.0,1.47
2020-12-04 08:00:00,-1.0,100,0.9,-1.0,3.9,146,1.0,297.07,0.02,13.88,48.64,1.59,5.66,6.7,0.55,1.0,293.73,0.15,10.54,32.19,1.82,9.09,10.09,1.35
2020-12-04 09:00:00,-1.0,100,1.2,-1.0,1.5,135,1.0,347.14,0.16,19.19,37.91,1.94,8.29,9.81,0.74,1.0,270.37,0.91,7.8,40.77,1.64,7.54,8.33,0.87
2020-12-04 10:00:00,-1.1,100,2.6,-1.1,1.8,323,1.0,380.52,0.38,21.94,31.83,2.56,9.96,11.81,1.24,1.0,233.65,0.83,5.1,55.79,1.28,4.4,4.76,0.34
2020-12-04 11:00:00,-1.4,100,2.7,-1.4,5.1,309,2.0,400.54,0.6,23.99,28.61,3.7,11.14,13.1,1.96,1.0,233.65,0.86,6.08,59.37,1.37,4.19,4.51,0.44
2020-12-04 12:00:00,-2.3,100,2.6,-2.3,1.8,281,2.0,427.25,0.72,28.45,25.75,4.89,12.79,14.86,2.66,1.0,236.99,0.5,6.86,60.08,1.3,4.21,4.52,0.54
2020-12-04 13:00:00,-2.1,100,3.9,-2.1,5.4,274,2.0,433.92,0.87,31.87,23.6,5.48,13.17,15.3,3.1,1.0,233.65,0.25,6.77,60.8,1.01,3.42,3.75,0.72
2020-12-04 14:00:00,-2.8,100,2.5,-2.8,0.7,360,2.0,447.27,1.15,35.3,20.03,6.2,13.85,16.13,3.61,1.0,233.65,0.17,7.28,57.94,0.79,2.8,3.16,0.99
2020-12-04 15:00:00,-2.5,97,0.7,-2.9,1.9,68,2.0,487.33,1.2,39.41,14.84,7.27,15.73,18.07,4.12,1.0,233.65,0.07,7.54,54.36,0.63,2.39,2.75,1.17
2020-12-04 16:00:00,-2.7,98,0.6,-3.0,1.1,90,2.0,540.73,1.38,46.61,7.96,8.46,18.66,20.97,4.43,1.0,233.65,0.01,7.97,51.5,0.54,2.13,2.49,1.25
2020-12-04 17:00:00,-3.0,100,1.2,-3.0,3.4,252,3.0,594.14,3.05,50.72,2.73,9.42,21.69,23.94,4.75,1.0,230.31,0.0,7.54,51.5,0.43,1.64,1.96,1.17
2020-12-04 18:00:00,-3.1,100,2.2,-3.1,3.5,246,3.0,634.19,4.97,50.72,1.07,10.13,24.32,26.59,4.94,1.0,220.3,0.0,6.0,54.36,0.35,1.02,1.27,0.93
2020-12-04 19:00:00,-3.1,99,1.2,-3.2,5.2,245,4.0,687.6,5.92,50.04,0.79,10.13,27.22,29.58,4.75,1.0,213.62,0.0,4.46,59.37,0.32,0.84,1.05,0.77
2020-12-04 20:00:00,-3.1,97,0.4,-3.6,3.2,180,4.0,720.98,6.04,50.72,0.54,10.61,29.25,31.64,4.88,1.0,210.29,0.0,3.73,60.8,0.3,0.85,1.02,0.67
2020-12-04 21:00:00,-4.5,93,0.1,-5.4,4.5,166,4.0,741.01,6.26,50.72,0.4,11.09,30.25,32.55,5.26,1.0,208.62,0.0,3.13,62.94,0.3,0.86,0.99,0.55
2020-12-04 22:00:00,-4.5,90,0.0,-6.0,4.0,185,4.0,714.3,4.92,47.98,0.88,10.49,28.57,30.64,5.38,1.0,203.61,0.0,2.19,68.67,0.29,0.81,0.89,0.44
2020-12-04 23:00:00,-3.7,91,0.0,-4.9,3.0,194,3.0,647.54,2.38,42.16,2.17,8.7,24.38,25.94,4.94,1.0,196.93,0.0,1.44,73.67,0.24,0.7,0.75,0.35
2020-12-05 00:00:00,-5.4,97,0.0,-5.7,6.6,131,2.0,567.44,0.53,34.27,6.17,6.26,19.45,20.65,4.18,1.0,195.27,0.0,1.02,75.1,0.21,0.67,0.7,0.28
2020-12-05 01:00:00,-4.1,93,0.0,-5.1,5.3,152,2.0,487.33,0.11,25.36,11.62,4.11,15.29,16.32,3.58,1.0,196.93,0.0,0.79,72.96,0.21,0.72,0.75,0.25
2020-12-05 02:00:00,-4.7,93,0.0,-5.6,5.4,143,2.0,423.91,0.05,18.51,17.52,2.92,12.25,13.2,3.39,1.0,193.6,0.0,0.62,72.24,0.21,0.59,0.63,0.21
2020-12-05 03:00:00,-5.5,94,0.0,-6.2,6.9,141,2.0,377.18,0.02,13.71,23.6,2.33,10.19,11.04,3.26,1.0,188.59,0.0,0.48,71.53,0.21,0.5,0.54,0.21
2020-12-05 04:00:00,-6.2,95,0.0,-6.9,5.6,135,1.0,357.15,0.01,11.48,28.97,2.35,9.42,10.2,3.48,1.0,185.25,0.0,0.42,70.1,0.21,0.5,0.55,0.17
2020-12-05 05:00:00,-6.8,94,0.0,-7.5,3.8,139,1.0,350.48,0.02,11.48,32.54,2.77,9.57,10.39,4.05,1.0,181.91,0.0,0.45,70.1,0.2,0.5,0.55,0.13
2020-12-05 06:00:00,-7.3,93,0.0,-8.2,1.3,146,2.0,373.84,0.05,15.08,31.47,3.93,11.44,12.62,4.94,1.0,181.91,0.0,0.66,69.38,0.21,0.56,0.62,0.11
2020-12-05 07:00:00,-8.2,97,0.0,-8.6,1.5,135,2.0,460.63,0.22,25.02,22.89,6.38,16.98,18.7,6.4,1.0,183.58,0.0,1.24,67.23,0.25,0.74,0.83,0.13
2020-12-05 08:00:00,-6.7,97,0.0,-7.1,3.4,122,3.0,560.76,1.06,35.64,13.95,8.94,23.3,25.53,7.98,1.0,188.59,0.0,1.84,63.66,0.27,0.91,1.04,0.15
2020-12-05 09:00:00,-3.5,92,0.0,-4.7,3.5,114,4.0,634.19,5.53,37.36,13.95,10.85,27.81,30.42,9.12,1.0,190.26,0.03,2.14,60.8,0.28,0.99,1.16,0.16
2020-12-05 10:00:00,-1.5,85,0.0,-3.7,1.0,225,4.0,687.6,11.18,34.96,16.45,11.68,30.91,33.73,9.75,1.0,191.93,0.06,2.23,58.65,0.29,0.99,1.17,0.17
2020-12-05 11:00:00,-0.8,78,0.0,-4.2,5.6,285,4.0,787.74,18.11,36.33,16.63,12.88,36.66,39.56,10.77,1.0,190.26,0.08,2.31,56.51,0.29,0.96,1.13,0.17
2020-12-05 12:00:00,-2.2,91,0.0,-3.5,4.5,14,4.0,907.9,25.71,40.78,14.48,13.95,44.42,47.41,11.4,1.0,188.59,0.07,2.53,55.08,0.31,0.94,1.1,0.18
2020-12-05 13:00:00,-1.9,87,0.0,-3.8,3.3,49,4.0,921.25,27.05,43.87,14.31,13.71,46.43,49.42,11.02,1.0,186.92,0.06,2.42,55.79,0.31,0.79,0.94,0.17
2020-12-05 14:00:00,-2.0,86,0.0,-4.1,3.7,61,4.0,894.55,23.47,48.67,11.09,13.59,45.46,48.47,10.89,1.0,186.92,0.05,2.55,56.51,0.33,0.75,0.9,0.18
2020-12-05 15:00:00,-2.5,89,0.0,-4.0,5.6,105,4.0,854.49,18.77,53.47,5.72,13.11,42.79,45.77,10.64,1.0,186.92,0.02,2.87,56.51,0.34,0.77,0.94,0.19
2020-12-05 16:00:00,-3.3,92,0.0,-4.3,8.1,122,4.0,827.79,15.87,57.58,0.86,12.99,40.97,43.96,10.64,1.0,191.93,0.01,4.58,51.5,0.41,1.07,1.38,0.35
2020-12-05 17:00:00,-3.9,92,0.0,-5.0,6.1,135,4.0,827.79,17.21,58.26,0.02,13.11,40.95,44.05,10.77,1.0,201.94,0.01,7.45,45.06,0.69,1.62,2.17,0.88
2020-12-05 18:00:00,-4.2,90,0.0,-5.7,5.1,184,4.0,827.79,18.55,56.21,0.02,13.35,40.31,43.58,11.02,1.0,211.95,0.01,9.25,42.2,1.06,2.18,2.91,1.47
2020-12-05 19:00:00,-4.0,86,0.0,-6.0,1.5,166,4.0,834.47,19.67,54.15,0.01,13.59,40.5,43.92,11.15,1.0,223.64,0.01,10.28,40.41,1.45,2.82,3.68,2.0
2020-12-05 20:00:00,-3.9,85,0.0,-6.1,1.1,162,4.0,854.49,20.79,52.78,0.01,14.07,41.43,44.93,11.27,1.0,226.97,0.01,9.77,37.91,1.43,3.17,4.05,2.06
2020-12-05 21:00:00,-3.9,85,0.0,-6.1,0.8,153,4.0,867.84,21.23,50.72,0.01,14.31,41.71,45.21,11.4,1.0,226.97,0.01,8.48,36.48,1.12,3.26,4.01,1.77
2020-12-05 22:00:00,-4.2,84,0.0,-6.5,0.5,135,4.0,847.82,19.89,47.3,0.03,13.71,39.87,43.17,11.4,1.0,220.3,0.0,6.86,37.19,0.74,3.09,3.62,1.44
2020-12-05 23:00:00,-5.6,88,0.0,-7.2,3.3,131,4.0,821.11,17.88,45.93,0.04,12.88,38.06,40.95,11.02,1.0,213.62,0.0,5.4,40.05,0.49,2.72,3.07,1.27
2020-12-06 00:00:00,-5.9,89,0.0,-7.4,3.3,131,4.0,807.76,15.65,46.61,0.07,12.52,37.58,40.18,10.89,1.0,205.28,0.0,3.94,43.99,0.37,2.3,2.55,1.17
2020-12-06 01:00:00,-4.9,88,0.0,-6.6,1.9,158,4.0,767.71,11.51,45.93,0.16,11.09,34.3,36.55,10.13,1.0,198.6,0.0,2.74,47.92,0.32,1.95,2.16,1.24
2020-12-06 02:00:00,-4.3,84,0.0,-6.6,3.1,126,4.0,694.28,6.59,43.18,0.49,8.7,28.78,30.68,8.87,1.0,193.6,0.0,2.08,50.78,0.33,1.73,1.94,1.49
2020-12-06 03:00:00,-5.2,90,0.0,-6.7,3.6,143,3.0,620.84,2.63,39.41,1.54,6.44,23.56,25.18,7.79,1.0,190.26,0.0,1.71,52.93,0.35,1.62,1.85,1.74
2020-12-06 04:00:00,-5.7,86,0.0,-7.6,1.3,146,2.0,560.76,0.78,34.62,3.67,4.83,19.96,21.45,7.09,1.0,190.26,0.0,1.61,52.93,0.38,1.63,1.87,2.0
2020-12-06 05:00:00,-5.2,83,0.0,-7.6,2.5,180,2.0,514.03,0.42,29.82,6.44,4.23,17.39,18.83,6.97,1.0,190.26,0.0,1.78,52.21,0.44,1.72,2.0,2.34
2020-12-06 06:00:00,-5.7,87,0.0,-7.4,2.3,141,2.0,494.0,0.78,27.76,7.51,4.77,16.67,18.3,7.22,1.0,196.93,0.0,2.83,50.78,0.61,2.01,2.43,2.76
2020-12-06 07:00:00,-6.6,93,0.0,-7.6,3.7,151,2.0,540.73,2.12,31.87,4.74,6.32,19.5,21.48,7.92,1.0,206.95,0.01,5.14,46.49,0.89,2.58,3.21,3.26
2020-12-06 08:00:00,-5.5,85,0.0,-7.6,3.9,158,3.0,587.46,3.8,34.96,3.62,7.09,22.24,24.48,8.04,1.0,213.62,0.06,7.2,41.49,1.0,3.09,3.87,3.61
2020-12-06 09:00:00,-2.0,70,0.0,-6.7,3.0,194,3.0,594.14,9.5,27.08,13.41,6.56,22.6,25.02,7.6,1.0,220.3,0.47,7.63,37.91,0.97,3.34,4.21,3.71
2020-12-06 10:00:00,-0.4,60,0.0,-7.2,2.7,247,2.0,527.38,11.06,19.02,23.6,5.66,18.84,21.14,6.52,1.0,220.3,1.02,7.11,35.41,0.87,3.41,4.26,3.67
2020-12-06 11:00:00,0.3,59,0.0,-6.8,3.6,264,2.0,487.33,10.84,16.79,31.47,5.72,16.87,19.06,6.02,1.0,226.97,1.79,6.94,33.62,1.0,3.75,4.65,4.12
2020-12-06 12:00:00,-0.2,70,0.0,-5.0,7.2,264,2.0,494.0,11.51,18.34,35.05,6.38,18.43,20.67,5.95,1.0,243.66,2.57,8.14,32.19,1.42,4.45,5.51,5.26
2020-12-06 13:00:00,-0.6,76,0.1,-4.4,4.3,294,2.0,487.33,10.51,20.05,37.19,6.56,19.09,21.42,5.89,1.0,253.68,2.85,9.43,32.54,1.68,4.64,5.78,5.95
2020-12-06 14:00:00,-1.4,82,0.0,-4.1,3.2,297,2.0,440.6,7.15,21.25,38.27,6.02,17.05,19.33,5.51,1.0,253.68,2.1,11.14,30.04,1.61,4.44,5.53,5.76
2020-12-06 15:00:00,-2.1,90,0.0,-3.5,4.0,260,2.0,397.21,3.44,22.96,36.48,5.31,14.37,16.44,5.07,1.0,257.02,1.09,13.71,25.75,1.36,4.29,5.3,4.62
2020-12-06 16:00:00,-3.2,98,0.0,-3.5,0.8,27,2.0,373.84,0.48,26.73,30.04,4.29,12.93,14.79,4.05,1.0,270.37,0.23,16.97,21.64,1.28,4.44,5.44,4.02
2020-12-06 17:00:00,-3.5,88,0.2,-5.1,0.7,90,2.0,367.17,0.09,28.79,25.39,4.23,12.76,14.62,3.86,1.0,273.71,0.08,18.51,19.67,1.52,4.45,5.46,4.88
2020-12-06 18:00:00,-3.8,89,0.7,-5.3,0.5,135,2.0,367.17,0.13,28.79,22.35,4.65,12.73,14.68,3.99,1.0,263.69,0.06,17.65,20.03,1.55,4.06,5.09,5.13
2020-12-06 19:00:00,-4.2,89,0.4,-5.8,2.7,157,2.0,387.19,0.19,29.47,18.77,5.31,13.8,15.9,4.24,1.0,253.68,0.04,16.28,21.46,1.61,4.02,5.15,5.51
2020-12-06 20:00:00,-4.6,94,0.4,-5.3,2.6,214,2.0,390.53,0.2,27.76,16.27,5.01,13.8,15.84,3.96,1.0,250.34,0.02,15.08,22.89,1.67,4.24,5.47,5.83
2020-12-06 21:00:00,-4.9,97,0.6,-5.3,2.3,219,2.0,363.83,0.17,22.96,17.17,3.82,12.04,13.86,3.17,1.0,240.33,0.02,13.54,24.68,1.64,4.3,5.56,6.08
2020-12-06 22:00:00,-4.8,97,1.0,-5.3,3.1,201,1.0,317.1,0.07,16.28,22.71,2.35,8.91,10.13,2.25,1.0,230.31,0.01,11.48,27.54,1.45,4.01,5.14,6.02
2020-12-06 23:00:00,-4.7,98,1.1,-5.0,3.7,241,1.0,280.38,0.02,11.14,26.82,1.45,6.51,7.23,1.68,1.0,216.96,0.01,9.6,31.47,1.18,3.5,4.39,5.95
2020-12-07 00:00:00,-5.6,98,0.7,-5.9,3.6,225,1.0,267.03,0.02,8.82,27.9,1.15,5.5,6.02,1.47,4.0,807.76,15.65,46.61,0.07,12.52,37.58,40.18,10.89
2020-12-07 01:00:00,-4.4,98,0.2,-4.7,3.8,197,1.0,263.69,0.02,7.71,27.18,1.09,5.15,5.6,1.47,4.0,767.71,11.51,45.93,0.16,11.09,34.3,36.55,10.13
2020-12-07 02:00:00,-4.6,98,0.0,-4.9,3.5,204,1.0,270.37,0.02,7.54,25.03,1.18,5.27,5.73,1.68,4.0,694.28,6.59,43.18,0.49,8.7,28.78,30.68,8.87
2020-12-07 03:00:00,-4.8,99,0.0,-5.0,4.5,241,1.0,280.38,0.03,7.8,22.89,1.43,5.67,6.16,2.03,3.0,620.84,2.63,39.41,1.54,6.44,23.56,25.18,7.79
2020-12-07 04:00:00,-4.5,97,0.0,-4.9,2.9,180,1.0,290.39,0.04,8.4,21.28,1.68,6.13,6.69,2.38,2.0,560.76,0.78,34.62,3.67,4.83,19.96,21.45,7.09
2020-12-07 05:00:00,-4.4,95,0.0,-5.0,3.9,158,1.0,307.08,0.09,9.6,18.42,1.86,6.89,7.64,2.57,2.0,514.03,0.42,29.82,6.44,4.23,17.39,18.83,6.97
2020-12-07 06:00:00,-4.4,94,0.0,-5.2,4.6,141,1.0,357.15,0.46,13.88,12.52,2.71,9.38,10.53,2.88,2.0,494.0,0.78,27.76,7.51,4.77,16.67,18.3,7.22
2020-12-07 07:00:00,-5.6,97,0.0,-6.0,4.6,135,2.0,427.25,1.61,20.39,6.53,4.11,13.34,14.97,3.36,2.0,540.73,2.12,31.87,4.74,6.32,19.5,21.48,7.92
2020-12-07 08:00:00,-5.6,95,0.0,-6.3,4.8,132,2.0,487.33,3.69,24.33,3.62,5.19,16.46,18.56,3.83,3.0,587.46,3.8,34.96,3.62,7.09,22.24,24.48,8.04
2020-12-07 09:00:00,-3.1,81,0.0,-5.8,3.2,153,2.0,534.06,9.95,20.22,9.57,5.84,19.21,21.83,4.31,3.0,594.14,9.5,27.08,13.41,6.56,22.6,25.02,7.6
2020-12-07 10:00:00,-2.0,67,0.0,-7.3,4.4,215,2.0,534.06,12.52,16.79,15.74,5.19,18.98,21.86,3.61,2.0,527.38,11.06,19.02,23.6,5.66,18.84,21.14,6.52
2020-12-07 11:00:00,-1.5,63,0.0,-7.5,6.2,234,2.0,487.33,11.29,15.42,19.49,4.29,16.52,19.2,2.91,2.0,487.33,10.84,16.79,31.47,5.72,16.87,19.06,6.02
2020-12-07 12:00:00,-1.5,56,0.0,-9.1,6.4,196,2.0,440.6,9.05,15.59,20.74,3.79,13.99,16.38,2.76,2.0,494.0,11.51,18.34,35.05,6.38,18.43,20.67,5.95
2020-12-07 13:00:00,-0.4,49,0.0,-9.7,8.3,180,2.0,383.85,5.87,14.74,21.82,2.86,10.44,12.42,2.44,2.0,487.33,10.51,20.05,37.19,6.56,19.09,21.42,5.89
2020-12-07 14:00:00,-0.6,51,0.0,-9.4,8.3,198,1.0,333.79,3.02,13.71,22.17,1.97,7.38,8.91,2.03,2.0,440.6,7.15,21.25,38.27,6.02,17.05,19.33,5.51
2020-12-07 15:00:00,-1.4,60,0.0,-8.3,6.2,173,1.0,300.41,1.09,13.02,22.35,1.51,5.2,6.38,1.74,2.0,397.21,3.44,22.96,36.48,5.31,14.37,16.44,5.07
2020-12-07 16:00:00,-2.2,65,0.0,-7.8,7.6,135,1.0,287.06,0.17,13.37,22.71,1.4,4.27,5.26,1.6,2.0,373.84,0.48,26.73,30.04,4.29,12.93,14.79,4.05
2020-12-07 17:00:00,-2.4,69,0.0,-7.4,8.4,130,1.0,297.07,0.12,14.57,21.82,1.55,4.99,6.01,1.66,2.0,367.17,0.09,28.79,25.39,4.23,12.76,14.62,3.86
2020-12-07 18:00:00,-2.4,69,0.1,-7.3,8.9,133,1.0,320.44,0.13,15.42,21.64,1.79,6.08,7.23,1.84,2.0,367.17,0.13,28.79,22.35,4.65,12.73,14.68,3.99
2020-12-07 19:00:00,-2.4,69,0.1,-7.4,8.0,144,1.0,367.17,0.16,17.99,20.92,2.24,8.57,9.82,2.09,2.0,387.19,0.19,29.47,18.77,5.31,13.8,15.9,4.24
2020-12-07 20:00:00,-2.5,70,0.1,-7.3,7.9,141,1.0,400.54,0.11,19.19,22.35,2.24,9.88,11.09,1.93,2.0,390.53,0.2,27.76,16.27,5.01,13.8,15.84,3.96
2020-12-07 21:00:00,-2.2,70,0.1,-6.9,10.2,135,1.0,393.87,0.07,17.65,25.75,2.0,9.33,10.42,1.52,2.0,363.83,0.17,22.96,17.17,3.82,12.04,13.86,3.17
2020-12-07 22:00:00,-2.0,70,0.4,-6.8,12.0,139,1.0,377.18,0.03,15.77,29.33,1.71,8.28,9.25,1.24,1.0,317.1,0.07,16.28,22.71,2.35,8.91,10.13,2.25
2020-12-07 23:00:00,-2.0,69,0.4,-6.9,9.7,138,1.0,360.49,0.01,14.05,31.83,1.36,7.22,8.06,1.2,1.0,280.38,0.02,11.14,26.82,1.45,6.51,7.23,1.68
2020-12-08 00:00:00,-1.8,64,0.2,-7.8,11.2,138,1.0,340.46,0.01,12.17,34.33,1.13,6.16,6.91,1.33,1.0,267.03,0.02,8.82,27.9,1.15,5.5,6.02,1.47
2020-12-08 01:00:00,-1.6,66,0.4,-7.0,10.4,136,1.0,323.77,0.01,10.71,35.76,0.98,5.47,6.14,1.35,1.0,263.69,0.02,7.71,27.18,1.09,5.15,5.6,1.47
2020-12-08 02:00:00,-2.1,69,0.1,-7.1,7.9,137,1.0,320.44,0.01,10.11,35.41,0.97,5.38,6.05,1.27,1.0,270.37,0.02,7.54,25.03,1.18,5.27,5.73,1.68
2020-12-08 03:00:00,-2.1,69,0.0,-6.9,5.5,148,1.0,323.77,0.01,9.94,33.98,1.06,5.56,6.26,1.27,1.0,280.38,0.03,7.8,22.89,1.43,5.67,6.16,2.03
2020-12-08 04:00:00,-1.5,69,0.0,-6.4,5.9,133,1.0,327.11,0.01,10.03,32.54,1.12,5.81,6.54,1.24,1.0,290.39,0.04,8.4,21.28,1.68,6.13,6.69,2.38
2020-12-08 05:00:00,-1.4,73,0.2,-5.7,10.5,131,1.0,333.79,0.02,10.71,31.11,1.36,6.18,6.93,1.47,1.0,307.08,0.09,9.6,18.42,1.86,6.89,7.64,2.57
2020-12-08 06:00:00,-2.1,77,0.0,-5.7,7.4,137,1.0,373.84,0.08,14.91,28.25,2.47,8.21,9.23,2.44,1.0,357.15,0.46,13.88,12.52,2.71,9.38,10.53,2.88
2020-12-08 07:00:00,-2.2,78,0.0,-5.5,4.1,128,2.0,460.63,0.27,24.68,21.28,3.64,12.98,14.43,2.85,2.0,427.25,1.61,20.39,6.53,4.11,13.34,14.97,3.36
2020-12-08 08:00:00,-1.9,79,0.0,-5.1,4.6,135,2.0,527.38,0.69,32.56,15.2,3.22,16.96,18.94,1.62,2.0,487.33,3.69,24.33,3.62,5.19,16.46,18.56,3.83
2020-12-08 09:00:00,-0.1,72,0.0,-4.5,2.3,198,2.0,567.44,3.19,33.24,15.2,3.43,19.02,21.46,1.74,2.0,534.06,9.95,20.22,9.57,5.84,19.21,21.83,4.31
2020-12-08 10:00:00,0.3,74,0.0,-3.9,2.2,279,2.0,554.09,5.31,29.82,18.95,3.99,18.6,21.31,2.25,2.0,534.06,12.52,16.79,15.74,5.19,18.98,21.86,3.61
2020-12-08 11:00:00,0.2,77,0.0,-3.3,3.4,302,2.0,567.44,6.54,30.5,19.49,4.95,19.5,22.44,2.98,2.0,487.33,11.29,15.42,19.49,4.29,16.52,19.2,2.91
2020-12-08 12:00:00,0.5,79,0.2,-2.7,5.7,325,3.0,620.84,8.16,36.33,15.02,6.14,22.95,26.3,3.77,2.0,440.6,9.05,15.59,20.74,3.79,13.99,16.38,2.76
2020-12-08 13:00:00,-0.3,84,0.7,-2.6,7.2,333,3.0,594.14,6.93,38.73,12.16,5.66,22.19,25.42,3.67,2.0,383.85,5.87,14.74,21.82,2.86,10.44,12.42,2.44
2020-12-08 14:00:00,-1.2,90,0.6,-2.6,4.8,347,2.0,527.38,3.91,37.01,11.44,4.23,18.32,21.0,2.85,1.0,333.79,3.02,13.71,22.17,1.97,7.38,8.91,2.03
2020-12-08 15:00:00,-1.8,96,0.3,-2.3,4.0,333,2.0,480.65,1.57,35.64,11.98,2.98,15.54,17.72,1.95,1.0,300.41,1.09,13.02,22.35,1.51,5.2,6.38,1.74
2020-12-08 16:00:00,-2.1,97,0.1,-2.6,4.2,329,2.0,427.25,0.31,31.19,16.09,1.88,12.47,14.14,1.09,1.0,287.06,0.17,13.37,22.71,1.4,4.27,5.26,1.6
2020-12-08 17:00:00,-2.7,96,0.0,-3.3,6.0,335,1.0,380.52,0.1,24.68,22.35,1.34,9.56,10.86,0.72,1.0,297.07,0.12,14.57,21.82,1.55,4.99,6.01,1.66
